STT,Tên Shop,Địa Chỉ Shop,Link Website / Link Shop,Tên Sản Phẩm,Giá Cả,Mô Tả Sản Phẩm,Link Hình Ảnh,Link Sản Phẩm (Chi Tiết)
11,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Đèn Gỗ Trang Trí Lilforest chiếu sáng đặt bàn, tuỳ chỉnh độ sáng làm đèn ngủ",80.000 ₫,"Đặc sản chất lượng - Đèn Gỗ Trang Trí Lilforest chiếu sáng đặt bàn, tuỳ chỉnh độ sáng làm đèn ngủ",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-motkw9y24ruqf5,https://shopee.vn/Đèn-Gỗ-Trang-Trí-Lilforest-chiếu-sáng-đặt-bàn-tuỳ-chỉnh-độ-sáng-làm-đèn-ngủ-i.1525242885.54359061328?extraParams=%7B%22display_model_id%22%3A425802814592%2C%22model_selection_logic%22%3A3%7D
12,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Quà tặng thủ công nghệ thuật từ thiên nhiên LilForest, trang trí để bàn với cây không cần chăm sóc (size 10)",579.000 ₫,"Đặc sản chất lượng - Quà tặng thủ công nghệ thuật từ thiên nhiên LilForest, trang trí để bàn với cây không cần chăm sóc (size 10)",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7toh3ls0de8,https://shopee.vn/Quà-tặng-thủ-công-nghệ-thuật-từ-thiên-nhiên-LilForest-trang-trí-để-bàn-với-cây-không-cần-chăm-sóc-(size-10)-i.1525242885.41521338076?extraParams=%7B%22display_model_id%22%3A306742539274%2C%22model_selection_logic%22%3A3%7D
13,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Thuận Buồm Xuôi Gió - Quà Tặng thủ công Lilforest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",599.000 ₫,"Đặc sản chất lượng - Thuận Buồm Xuôi Gió - Quà Tặng thủ công Lilforest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7v7cmr4zzda,https://shopee.vn/Thuận-Buồm-Xuôi-Gió-Quà-Tặng-thủ-công-Lilforest-từ-thiên-nhiên-trang-trí-để-bàn-với-cây-không-cần-chăm-sóc-i.1525242885.43021342760?extraParams=%7B%22display_model_id%22%3A276742529827%2C%22model_selection_logic%22%3A3%7D
14,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Quà tặng Phật Giáo - hộp quà thủ công nghệ thuật LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",659.000 ₫,"Đặc sản chất lượng - Quà tặng Phật Giáo - hộp quà thủ công nghệ thuật LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7roxhz1n007,https://shopee.vn/Quà-tặng-Phật-Giáo-hộp-quà-thủ-công-nghệ-thuật-LilForest-từ-thiên-nhiên-trang-trí-để-bàn-với-cây-không-cần-chăm-sóc-i.1525242885.27292154707?extraParams=%7B%22display_model_id%22%3A261741953575%2C%22model_selection_logic%22%3A3%7D
15,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Quà tặng Công Giáo kết hợp tượng Đức Mẹ trong bể hoa và rêu khô LilForest, từ thiên nhiên, không cần chăm sóc",979.000 ₫,"Đặc sản chất lượng - Quà tặng Công Giáo kết hợp tượng Đức Mẹ trong bể hoa và rêu khô LilForest, từ thiên nhiên, không cần chăm sóc",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7sotq28zx19,https://shopee.vn/Quà-tặng-Công-Giáo-kết-hợp-tượng-Đức-Mẹ-trong-bể-hoa-và-rêu-khô-LilForest-từ-thiên-nhiên-không-cần-chăm-sóc-i.1525242885.40021380347?extraParams=%7B%22display_model_id%22%3A380809329233%2C%22model_selection_logic%22%3A3%7D
16,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Quà tặng sinh nhật nghệ thuật độc đáo LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",629.000 ₫,"Đặc sản chất lượng - Quà tặng sinh nhật nghệ thuật độc đáo LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7nit708we19,https://shopee.vn/Quà-tặng-sinh-nhật-nghệ-thuật-độc-đáo-LilForest-từ-thiên-nhiên-trang-trí-để-bàn-với-cây-không-cần-chăm-sóc-i.1525242885.52459075249?extraParams=%7B%22display_model_id%22%3A415804201100%2C%22model_selection_logic%22%3A3%7D
17,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Quà tặng cưới, anniversary thủ công nghệ thuật Lilforest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",579.000 ₫,"Đặc sản chất lượng - Quà tặng cưới, anniversary thủ công nghệ thuật Lilforest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7knhl3i8c04,https://shopee.vn/Quà-tặng-cưới-anniversary-thủ-công-nghệ-thuật-Lilforest-từ-thiên-nhiên-trang-trí-để-bàn-với-cây-không-cần-chăm-sóc-i.1525242885.50359062106?extraParams=%7B%22display_model_id%22%3A310821986108%2C%22model_selection_logic%22%3A3%7D
18,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Quà tặng Mẹ, Bác gái thủ công nghệ thuật LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",599.000 ₫,"Đặc sản chất lượng - Quà tặng Mẹ, Bác gái thủ công nghệ thuật LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7opfj6wb365,https://shopee.vn/Quà-tặng-Mẹ-Bác-gái-thủ-công-nghệ-thuật-LilForest-từ-thiên-nhiên-trang-trí-để-bàn-với-cây-không-cần-chăm-sóc-i.1525242885.55609105084?extraParams=%7B%22display_model_id%22%3A302550347411%2C%22model_selection_logic%22%3A3%7D
19,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"Quà tặng tốt nghiệp được làm thủ công từ thiên nhiên LilForest, trang trí để bàn với cây không cần chăm sóc",579.000 ₫,"Đặc sản chất lượng - Quà tặng tốt nghiệp được làm thủ công từ thiên nhiên LilForest, trang trí để bàn với cây không cần chăm sóc",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7lyugr7r62c,https://shopee.vn/Quà-tặng-tốt-nghiệp-được-làm-thủ-công-từ-thiên-nhiên-LilForest-trang-trí-để-bàn-với-cây-không-cần-chăm-sóc-i.1525242885.51609136796?extraParams=%7B%22display_model_id%22%3A410809636563%2C%22model_selection_logic%22%3A3%7D
20,Lilforest,Thành phố Hà Nội,https://shopee.vn/search?shop=1525242885,"SET ĐÈN NGỦ TỰ LÀM từ hoa và rêu khô, dễ làm, thư giãn tạo nên quà tặng thủ công từ thiên nhiên",429.000 ₫,"Đặc sản chất lượng - SET ĐÈN NGỦ TỰ LÀM từ hoa và rêu khô, dễ làm, thư giãn tạo nên quà tặng thủ công từ thiên nhiên",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnrb49zq3sas3e,https://shopee.vn/SET-ĐÈN-NGỦ-TỰ-LÀM-từ-hoa-và-rêu-khô-dễ-làm-thư-giãn-tạo-nên-quà-tặng-thủ-công-từ-thiên-nhiên-i.1525242885.49609868449?extraParams=%7B%22display_model_id%22%3A208830394108%2C%22model_selection_logic%22%3A3%7D
21,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Trà Sâm Dứa Vigift  Đặc Sản Đà Nẵng Làm Quà_Thanh Mát Vị Dứa,72.000 ₫,Đặc sản chất lượng - Trà Sâm Dứa Vigift  Đặc Sản Đà Nẵng Làm Quà_Thanh Mát Vị Dứa,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8n8r4u1v4w74a,https://shopee.vn/Trà-Sâm-Dứa-Vigift-Đặc-Sản-Đà-Nẵng-Làm-Quà_Thanh-Mát-Vị-Dứa-i.428879509.20714125239?extraParams=%7B%22display_model_id%22%3A222380381557%2C%22model_selection_logic%22%3A3%7D
22,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Mực Xé Sợi Ăn Liền Vigift Đặc Sản Đà Nẵng Làm Quà_Vị Ngọt Nguyên Bản,98.000 ₫,Đặc sản chất lượng - Mực Xé Sợi Ăn Liền Vigift Đặc Sản Đà Nẵng Làm Quà_Vị Ngọt Nguyên Bản,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8n8mcec8tacc3,https://shopee.vn/Mực-Xé-Sợi-Ăn-Liền-Vigift-Đặc-Sản-Đà-Nẵng-Làm-Quà_Vị-Ngọt-Nguyên-Bản-i.428879509.5986912878?extraParams=%7B%22display_model_id%22%3A147591068540%2C%22model_selection_logic%22%3A3%7D
23,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Bánh Dừa Nướng Đặc Sản Miền Trung Đồ Ăn Vặt Giòn Thơm Cực Ngon,30.000 ₫,Đặc sản chất lượng - Bánh Dừa Nướng Đặc Sản Miền Trung Đồ Ăn Vặt Giòn Thơm Cực Ngon,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8oherskvds2ff,https://shopee.vn/Bánh-Dừa-Nướng-Đặc-Sản-Miền-Trung-Đồ-Ăn-Vặt-Giòn-Thơm-Cực-Ngon-i.428879509.10194286846?extraParams=%7B%22display_model_id%22%3A128759695175%2C%22model_selection_logic%22%3A3%7D
24,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Mực Cán Cay Vigift Đặc Sản Đà Nẵng Làm Quà_Ngọt Mềm Từng Thớ Thịt,81.000 ₫,Đặc sản chất lượng - Mực Cán Cay Vigift Đặc Sản Đà Nẵng Làm Quà_Ngọt Mềm Từng Thớ Thịt,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8n4fysed75z3a,https://shopee.vn/Mực-Cán-Cay-Vigift-Đặc-Sản-Đà-Nẵng-Làm-Quà_Ngọt-Mềm-Từng-Thớ-Thịt-i.428879509.2983707386?extraParams=%7B%22display_model_id%22%3A217072240683%2C%22model_selection_logic%22%3A3%7D
25,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Cá Bò Da Cán Vigift Đặc Sản Đà Nẵng Làm Quà_Ngọt Mềm Nguyên Vị,79.000 ₫,Đặc sản chất lượng - Cá Bò Da Cán Vigift Đặc Sản Đà Nẵng Làm Quà_Ngọt Mềm Nguyên Vị,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8lq1peelo4u84,https://shopee.vn/Cá-Bò-Da-Cán-Vigift-Đặc-Sản-Đà-Nẵng-Làm-Quà_Ngọt-Mềm-Nguyên-Vị-i.428879509.21221393016?extraParams=%7B%22display_model_id%22%3A257206445340%2C%22model_selection_logic%22%3A3%7D
26,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Bánh Khô Mè Gạo Lứt 250g - Đặc Sản Đà Nẵng Đồ Ăn Vặt Giòn Xốp Thơm Vị Mè,97.000 ₫,Đặc sản chất lượng - Bánh Khô Mè Gạo Lứt 250g - Đặc Sản Đà Nẵng Đồ Ăn Vặt Giòn Xốp Thơm Vị Mè,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8ohc3pfhf7of9,https://shopee.vn/Bánh-Khô-Mè-Gạo-Lứt-250g-Đặc-Sản-Đà-Nẵng-Đồ-Ăn-Vặt-Giòn-Xốp-Thơm-Vị-Mè-i.428879509.20018378456?extraParams=%7B%22display_model_id%22%3A204624498639%2C%22model_selection_logic%22%3A3%7D
27,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Trà Hoa Lài Vigift Đặc Sản Đà Nẵng Làm Quà_Thanh Mát Hương Lài,72.000 ₫,Đặc sản chất lượng - Trà Hoa Lài Vigift Đặc Sản Đà Nẵng Làm Quà_Thanh Mát Hương Lài,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8n8qp052kxu28,https://shopee.vn/Trà-Hoa-Lài-Vigift-Đặc-Sản-Đà-Nẵng-Làm-Quà_Thanh-Mát-Hương-Lài-i.428879509.17976592739?extraParams=%7B%22display_model_id%22%3A250519797563%2C%22model_selection_logic%22%3A3%7D
28,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Hạt Macca Sấy Vigift  Đặc Sản Đà Nẵng Làm Quà - Thơm Ngon Béo Ngậy,206.000 ₫,Đặc sản chất lượng - Hạt Macca Sấy Vigift  Đặc Sản Đà Nẵng Làm Quà - Thơm Ngon Béo Ngậy,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8lovh719yem69,https://shopee.vn/Hạt-Macca-Sấy-Vigift-Đặc-Sản-Đà-Nẵng-Làm-Quà-Thơm-Ngon-Béo-Ngậy-i.428879509.9247028869?extraParams=%7B%22display_model_id%22%3A222624527027%2C%22model_selection_logic%22%3A3%7D
29,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Cá Chỉ Vàng Khô Nướng Vigift 500g  Đặc Sản Đà Nẵng Làm Quà - Ngọt Thịt Dai Dai,250.000 ₫,Đặc sản chất lượng - Cá Chỉ Vàng Khô Nướng Vigift 500g  Đặc Sản Đà Nẵng Làm Quà - Ngọt Thịt Dai Dai,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8og5ojsajyad9,https://shopee.vn/Cá-Chỉ-Vàng-Khô-Nướng-Vigift-500g-Đặc-Sản-Đà-Nẵng-Làm-Quà-Ngọt-Thịt-Dai-Dai-i.428879509.8154401497?extraParams=%7B%22display_model_id%22%3A110198382210%2C%22model_selection_logic%22%3A3%7D
30,Vigift - Đặc Sản Quà Đà Nẵng,Thành phố Đà Nẵng,https://shopee.vn/search?shop=428879509,Mực Xé Giòn Ăn Liền Vigift Đặc Sản Đà Nẵng Làm Quà_Giòn Tan Ngọt Mực,66.000 ₫,Đặc sản chất lượng - Mực Xé Giòn Ăn Liền Vigift Đặc Sản Đà Nẵng Làm Quà_Giòn Tan Ngọt Mực,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m8n8k8zclvnm32,https://shopee.vn/Mực-Xé-Giòn-Ăn-Liền-Vigift-Đặc-Sản-Đà-Nẵng-Làm-Quà_Giòn-Tan-Ngọt-Mực-i.428879509.8746836831?extraParams=%7B%22display_model_id%22%3A252206444538%2C%22model_selection_logic%22%3A3%7D
31,Casfa Design,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=104604642,"Sổ gỗ lưu niệm Việt Nam chất liệu Gỗ A6 - Vietnam Handmade Notebook, Casfa Design",45.900 ₫,"Đặc sản chất lượng - Sổ gỗ lưu niệm Việt Nam chất liệu Gỗ A6 - Vietnam Handmade Notebook, Casfa Design",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlxn0o5d5sec91,https://shopee.vn/Sổ-gỗ-lưu-niệm-Việt-Nam-chất-liệu-Gỗ-A6-Vietnam-Handmade-Notebook-Casfa-Design-i.104604642.41628394871?extraParams=%7B%22display_model_id%22%3A410495546794%2C%22model_selection_logic%22%3A3%7D
32,Casfa Design,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=104604642,"Sổ gỗ in-khắc hoạ tiết địa danh du lịch nổi tiếng ở việt nam Casfa Design, A6",49.770 ₫,"Đặc sản chất lượng - Sổ gỗ in-khắc hoạ tiết địa danh du lịch nổi tiếng ở việt nam Casfa Design, A6",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mmpknbkk5wjnb8,https://shopee.vn/Sổ-gỗ-in-khắc-hoạ-tiết-địa-danh-du-lịch-nổi-tiếng-ở-việt-nam-Casfa-Design-A6-i.104604642.29194530506?extraParams=%7B%22display_model_id%22%3A365735381597%2C%22model_selection_logic%22%3A3%7D
33,Casfa Design,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=104604642,"Móc Khóa Nón Lá – Lưu Niệm Việt Nam Nhỏ Gọn, Ý Nghĩa & Độc Đáo",22.900 ₫,"Đặc sản chất lượng - Móc Khóa Nón Lá – Lưu Niệm Việt Nam Nhỏ Gọn, Ý Nghĩa & Độc Đáo",https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mi610mf09url70,https://shopee.vn/Móc-Khóa-Nón-Lá-–-Lưu-Niệm-Việt-Nam-Nhỏ-Gọn-Ý-Nghĩa-Độc-Đáo-i.104604642.44752756067?extraParams=%7B%22display_model_id%22%3A302235333720%2C%22model_selection_logic%22%3A3%7D
34,Casfa Design,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=104604642,"Thiệp Postcard bưu thiếp Việt Nam, phong cách vintage quà lưu niệm Casfa Design",18.850 ₫,"Đặc sản chất lượng - Thiệp Postcard bưu thiếp Việt Nam, phong cách vintage quà lưu niệm Casfa Design",https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mequz53paadjad,https://shopee.vn/Thiệp-Postcard-bưu-thiếp-Việt-Nam-phong-cách-vintage-quà-lưu-niệm-Casfa-Design-i.104604642.26640106759?extraParams=%7B%22display_model_id%22%3A249221460609%2C%22model_selection_logic%22%3A3%7D
35,Casfa Design,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=104604642,"Sticker dán mặt CÓ CÁN BÓNG, decal cờ đỏ sao vàng, tem dán lá cờ Việt Nam, cờ tổ quốc dịp 30/4 2/9",18.850 ₫,"Đặc sản chất lượng - Sticker dán mặt CÓ CÁN BÓNG, decal cờ đỏ sao vàng, tem dán lá cờ Việt Nam, cờ tổ quốc dịp 30/4 2/9",https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mn8dxhtje9s8b4,https://shopee.vn/Sticker-dán-mặt-CÓ-CÁN-BÓNG-decal-cờ-đỏ-sao-vàng-tem-dán-lá-cờ-Việt-Nam-cờ-tổ-quốc-dịp-30-4-2-9-i.104604642.50559107200?extraParams=%7B%22display_model_id%22%3A292550745723%2C%22model_selection_logic%22%3A3%7D
36,Casfa Design,Thành phố Hồ Chí Minh,https://shopee.vn/search?shop=104604642,"Sticker Lá Cờ Việt Nam Casfa Design – Kháng Nước, Dán Mọi Mặt Phẳng, Kích Thước A6",14.500 ₫,"Đặc sản chất lượng - Sticker Lá Cờ Việt Nam Casfa Design – Kháng Nước, Dán Mọi Mặt Phẳng, Kích Thước A6",https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mgyl28q0zll79b,https://shopee.vn/Sticker-Lá-Cờ-Việt-Nam-Casfa-Design-–-Kháng-Nước-Dán-Mọi-Mặt-Phẳng-Kích-Thước-A6-i.104604642.52351074340?extraParams=%7B%22display_model_id%22%3A259081526509%2C%22model_selection_logic%22%3A3%7D
